from,to,end_of_month,average_rate,number_of_days
AUD,EUR,2015.06.30,0.6872546046,30
AUD,EUR,2015.07.31,0.6740904116,31
AUD,EUR,2015.08.31,0.6563866424,31
AUD,EUR,2015.09.30,0.6280090385,30
AUD,EUR,2015.10.31,0.6417255517,31
AUD,EUR,2015.11.30,0.6654759551,30
AUD,EUR,2015.12.31,0.6649675489,31
AUD,EUR,2016.01.31,0.6469436691,31
AUD,EUR,2016.02.29,0.64210958,29
AUD,EUR,2016.03.31,0.6736568305,31
AUD,EUR,2016.04.30,0.6758580712,30
AUD,EUR,2016.05.31,0.647442616,31
AUD,EUR,2016.06.30,0.657923901,30
AUD,EUR,2016.07.31,0.6801439466,31
AUD,EUR,2016.08.31,0.6805202437,31
AUD,EUR,2016.09.30,0.6762861416,30
AUD,EUR,2016.10.31,0.6897883027,31
AUD,EUR,2016.11.30,0.6971754377,30
AUD,EUR,2016.12.31,0.6966147239,31
AUD,EUR,2017.01.31,0.7007803815,31
AUD,EUR,2017.02.28,0.7196371655,28
AUD,EUR,2017.03.31,0.7128985438,31
AUD,EUR,2017.04.30,0.7047334173,30
AUD,EUR,2017.05.31,0.6728421018,31
AUD,EUR,2017.06.30,0.6722238979,30
AUD,EUR,2017.07.31,0.6764344965,31
AUD,EUR,2017.08.31,0.669985423,31
AUD,EUR,2017.09.30,0.6691029289,30
AUD,EUR,2017.10.31,0.6631448247,31
AUD,EUR,2017.11.30,0.6499082933,30
AUD,EUR,2017.12.31,0.6457596756,31
AUD,EUR,2018.01.31,0.6521157735,31
AUD,EUR,2018.02.28,0.6376711805,28
AUD,EUR,2018.03.31,0.6292856793,31
AUD,EUR,2018.04.30,0.6256250597,30
AUD,EUR,2018.05.31,0.6361906437,31
AUD,EUR,2018.06.30,0.642102606,30
AUD,EUR,2018.07.31,0.6333718239,31
AUD,EUR,2018.08.31,0.635463024,31
AUD,EUR,2018.09.30,0.6176804957,30
AUD,EUR,2018.10.31,0.6179147423,31
AUD,EUR,2018.11.30,0.6371976381,30
AUD,EUR,2018.12.31,0.6303948683,31
AUD,EUR,2019.01.31,0.6259103831,31
AUD,EUR,2019.02.28,0.6300079517,28
AUD,EUR,2019.03.31,0.6265169902,31
AUD,EUR,2019.04.30,0.6332437299,30
AUD,EUR,2019.05.31,0.6208629406,31
AUD,EUR,2019.06.30,0.615025809,30
AUD,EUR,2019.07.31,0.6224661363,31
AUD,EUR,2019.08.31,0.6080889717,31
AUD,EUR,2019.09.30,0.6176383686,30
AUD,EUR,2019.10.31,0.6148352864,31
AUD,EUR,2019.11.30,0.6178403973,30
AUD,EUR,2019.12.31,0.6195269962,31
AUD,EUR,2020.01.31,0.6190257792,31
AUD,EUR,2020.02.29,0.6107960314,29
AUD,EUR,2020.03.31,0.5624433166,31
AUD,EUR,2020.04.30,0.5786467087,30
AUD,EUR,2020.05.31,0.5959753756,31
AUD,EUR,2020.06.30,0.6122260674,30
AUD,EUR,2020.07.31,0.6134504381,31
AUD,EUR,2020.08.31,0.6085867286,31
AUD,EUR,2020.09.30,0.6132293967,30
AUD,EUR,2020.10.31,0.6060652185,31
AUD,EUR,2020.11.30,0.6141225182,30
AUD,EUR,2020.12.31,0.6189181733,31
AUD,EUR,2021.01.31,0.6341994588,31
AUD,EUR,2021.02.28,0.6409407487,28
AUD,EUR,2021.03.31,0.6471957605,31
AUD,EUR,2021.04.30,0.6435683781,30
AUD,EUR,2021.05.31,0.6391558401,31
AUD,EUR,2021.06.30,0.6345547859,30
AUD,EUR,2021.07.31,0.6282610049,31
AUD,EUR,2021.08.31,0.6202562933,31
AUD,EUR,2021.09.30,0.6217970669,30
AUD,EUR,2021.10.31,0.6374261304,31
AUD,EUR,2021.11.30,0.6402321514,30
AUD,EUR,2021.12.31,0.6324809844,31
AUD,EUR,2022.01.31,0.6338851738,31
AUD,EUR,2022.02.28,0.6309157398,28
AUD,EUR,2022.03.31,0.6699536195,31
AUD,EUR,2022.04.30,0.6807328151,30
AUD,EUR,2022.05.31,0.6670718968,31
AUD,EUR,2022.06.30,0.6652243955,30
AUD,EUR,2022.07.31,0.6724388329,31
AUD,EUR,2022.08.31,0.6871056232,31
AUD,EUR,2022.09.30,0.6755237949,30
AUD,EUR,2022.10.31,0.646872221,31
AUD,EUR,2022.11.30,0.6469063273,30
AUD,EUR,2022.12.31,0.6377707107,31
CHF,EUR,2010.01.31,0.6775204241,31
CHF,EUR,2010.02.28,0.6822109336,28
CHF,EUR,2010.03.31,0.6907749429,31
CHF,EUR,2010.04.30,0.6973363863,30
CHF,EUR,2010.05.31,0.7040281459,31
CHF,EUR,2010.06.30,0.7256477369,30
CHF,EUR,2010.07.31,0.7427225767,31
CHF,EUR,2010.08.31,0.7454460878,31
CHF,EUR,2010.09.30,0.7641710703,30
CHF,EUR,2010.10.31,0.742401502,31
CHF,EUR,2010.11.30,0.743093367,30
CHF,EUR,2010.12.31,0.7802273004,31
CHF,EUR,2011.01.31,0.7838961792,31
CHF,EUR,2011.02.28,0.7711254624,28
CHF,EUR,2011.03.31,0.7766612057,31
CHF,EUR,2011.04.30,0.7702584819,30
CHF,EUR,2011.05.31,0.7989055648,31
CHF,EUR,2011.06.30,0.8268778354,30
CHF,EUR,2011.07.31,0.8491044191,31
CHF,EUR,2011.08.31,0.892855467,31
CHF,EUR,2011.09.30,0.8373514597,30
CHF,EUR,2011.10.31,0.813687789,31
CHF,EUR,2011.11.30,0.8120993119,30
CHF,EUR,2011.12.31,0.81456002,31
CHF,EUR,2012.01.31,0.8260508771,31
CHF,EUR,2012.02.29,0.8283800532,29
CHF,EUR,2012.03.31,0.8290711439,31
CHF,EUR,2012.04.30,0.8318601074,30
CHF,EUR,2012.05.31,0.8323601726,31
CHF,EUR,2012.06.30,0.8325558229,30
CHF,EUR,2012.07.31,0.8325693396,31
CHF,EUR,2012.08.31,0.8324831509,31
CHF,EUR,2012.09.30,0.8272145717,30
CHF,EUR,2012.10.31,0.8266110258,31
CHF,EUR,2012.11.30,0.8297654125,30
CHF,EUR,2012.12.31,0.8277051099,31
CHF,EUR,2013.01.31,0.8141229001,31
CHF,EUR,2013.02.28,0.8127659984,28
CHF,EUR,2013.03.31,0.8154675654,31
CHF,EUR,2013.04.30,0.8198776796,30
CHF,EUR,2013.05.31,0.8062341899,31
CHF,EUR,2013.06.30,0.8113379928,30
CHF,EUR,2013.07.31,0.8089747137,31
CHF,EUR,2013.08.31,0.8112405969,31
CHF,EUR,2013.09.30,0.8109436832,30
CHF,EUR,2013.10.31,0.811835571,31
CHF,EUR,2013.11.30,0.8117731849,30
CHF,EUR,2013.12.31,0.816432594,31
CHF,EUR,2014.01.31,0.8125349718,31
CHF,EUR,2014.02.28,0.8184610628,28
CHF,EUR,2014.03.31,0.8216972441,31
CHF,EUR,2014.04.30,0.8201220944,30
CHF,EUR,2014.05.31,0.8193485484,31
CHF,EUR,2014.06.30,0.8209052079,30
CHF,EUR,2014.07.31,0.8230261174,31
CHF,EUR,2014.08.31,0.8251586214,31
CHF,EUR,2014.09.30,0.827957244,30
CHF,EUR,2014.10.31,0.8277743383,31
CHF,EUR,2014.11.30,0.831382416,30
CHF,EUR,2014.12.31,0.8315133215,31
CHF,EUR,2015.01.31,0.9159549399,31
CHF,EUR,2015.02.28,0.9431891484,28
CHF,EUR,2015.03.31,0.942944065,31
CHF,EUR,2015.04.30,0.9634615027,30
CHF,EUR,2015.05.31,0.9610855095,31
CHF,EUR,2015.06.30,0.9574736541,30
CHF,EUR,2015.07.31,0.9540770739,31
CHF,EUR,2015.08.31,0.9283596934,31
CHF,EUR,2015.09.30,0.915211645,30
CHF,EUR,2015.10.31,0.9197400662,31
CHF,EUR,2015.11.30,0.9227414715,30
CHF,EUR,2015.12.31,0.9237790801,31
CHF,EUR,2016.01.31,0.9146166447,31
CHF,EUR,2016.02.29,0.9079863798,29
CHF,EUR,2016.03.31,0.9152087525,31
CHF,EUR,2016.04.30,0.9148691096,30
CHF,EUR,2016.05.31,0.9042374491,31
CHF,EUR,2016.06.30,0.9173106191,30
CHF,EUR,2016.07.31,0.9209827154,31
CHF,EUR,2016.08.31,0.91895022,31
CHF,EUR,2016.09.30,0.9154444738,30
CHF,EUR,2016.10.31,0.9189715696,31
CHF,EUR,2016.11.30,0.9301467556,30
CHF,EUR,2016.12.31,0.9304423419,31
CHF,EUR,2017.01.31,0.9330588897,31
CHF,EUR,2017.02.28,0.9378988907,28
CHF,EUR,2017.03.31,0.9331886183,31
CHF,EUR,2017.04.30,0.9328308953,30
CHF,EUR,2017.05.31,0.9174007832,31
CHF,EUR,2017.06.30,0.9199326693,30
CHF,EUR,2017.07.31,0.9042344721,31
CHF,EUR,2017.08.31,0.876810596,31
CHF,EUR,2017.09.30,0.872670076,30
CHF,EUR,2017.10.31,0.8669575277,31
CHF,EUR,2017.11.30,0.8592043144,30
CHF,EUR,2017.12.31,0.8560525284,31
CHF,EUR,2018.01.31,0.8528706514,31
CHF,EUR,2018.02.28,0.8668040704,28
CHF,EUR,2018.03.31,0.8560546412,31
CHF,EUR,2018.04.30,0.841643339,30
CHF,EUR,2018.05.31,0.8475792555,31
CHF,EUR,2018.06.30,0.8652564281,30
CHF,EUR,2018.07.31,0.8601664955,31
CHF,EUR,2018.08.31,0.875567018,31
CHF,EUR,2018.09.30,0.8865167771,30
CHF,EUR,2018.10.31,0.8756877073,31
CHF,EUR,2018.11.30,0.8788295122,30
CHF,EUR,2018.12.31,0.8859177171,31
CHF,EUR,2019.01.31,0.885553365,31
CHF,EUR,2019.02.28,0.8798126882,28
CHF,EUR,2019.03.31,0.8846866292,31
CHF,EUR,2019.04.30,0.8832554442,30
CHF,EUR,2019.05.31,0.8837905551,31
CHF,EUR,2019.06.30,0.8956550003,30
CHF,EUR,2019.07.31,0.9022210785,31
CHF,EUR,2019.08.31,0.9175224927,31
CHF,EUR,2019.09.30,0.9165952232,30
CHF,EUR,2019.10.31,0.9109400739,31
CHF,EUR,2019.11.30,0.9108734008,30
CHF,EUR,2019.12.31,0.915171058,31
CHF,EUR,2020.01.31,0.9281172135,31
CHF,EUR,2020.02.29,0.938697794,29
CHF,EUR,2020.03.31,0.9435185224,31
CHF,EUR,2020.04.30,0.9480788892,30
CHF,EUR,2020.05.31,0.9449878483,31
CHF,EUR,2020.06.30,0.9330517491,30
CHF,EUR,2020.07.31,0.9346437933,31
CHF,EUR,2020.08.31,0.9288763818,31
CHF,EUR,2020.09.30,0.9268892798,30
CHF,EUR,2020.10.31,0.9308489455,31
CHF,EUR,2020.11.30,0.9280484956,30
CHF,EUR,2020.12.31,0.9247538767,31
CHF,EUR,2021.01.31,0.9259375363,31
CHF,EUR,2021.02.28,0.9211487318,28
CHF,EUR,2021.03.31,0.9033482337,31
CHF,EUR,2021.04.30,0.9058915017,30
CHF,EUR,2021.05.31,0.9121820283,31
CHF,EUR,2021.06.30,0.9145275573,30
CHF,EUR,2021.07.31,0.9211458551,31
CHF,EUR,2021.08.31,0.9293084159,31
CHF,EUR,2021.09.30,0.9206786802,30
CHF,EUR,2021.10.31,0.933750292,31
CHF,EUR,2021.11.30,0.9506096763,30
CHF,EUR,2021.12.31,0.9610229675,31
CHF,EUR,2022.01.31,0.9616291358,31
CHF,EUR,2022.02.28,0.9550169806,28
CHF,EUR,2022.03.31,0.9775139131,31
CHF,EUR,2022.04.30,0.978722883,30
CHF,EUR,2022.05.31,0.965558855,31
CHF,EUR,2022.06.30,0.9749345785,30
CHF,EUR,2022.07.31,1.0121375332,31
CHF,EUR,2022.08.31,1.0323565548,31
CHF,EUR,2022.09.30,1.0366727724,30
CHF,EUR,2022.10.31,1.0221595327,31
CHF,EUR,2022.11.30,1.0158791228,30
CHF,EUR,2022.12.31,1.012639216,31
BRL,EUR,2010.01.31,0.3942175901,31
BRL,EUR,2010.02.28,0.3968044818,28
BRL,EUR,2010.03.31,0.4119514307,31
BRL,EUR,2010.04.30,0.4226055984,30
BRL,EUR,2010.05.31,0.4386643375,31
BRL,EUR,2010.06.30,0.4531293336,30
BRL,EUR,2010.07.31,0.4426043749,31
BRL,EUR,2010.08.31,0.4405984068,31
BRL,EUR,2010.09.30,0.4454732516,30
BRL,EUR,2010.10.31,0.4273700078,31
BRL,EUR,2010.11.30,0.4275761679,30
BRL,EUR,2010.12.31,0.4459105166,31
BRL,EUR,2011.01.31,0.4470446227,31
BRL,EUR,2011.02.28,0.4392799054,28
BRL,EUR,2011.03.31,0.429988089,31
BRL,EUR,2011.04.30,0.4372558562,30
BRL,EUR,2011.05.31,0.4327647232,31
BRL,EUR,2011.06.30,0.4371609966,30
BRL,EUR,2011.07.31,0.447035522,31
BRL,EUR,2011.08.31,0.4368335286,31
BRL,EUR,2011.09.30,0.419690362,30
BRL,EUR,2011.10.31,0.411702455,31
BRL,EUR,2011.11.30,0.4127718019,30
BRL,EUR,2011.12.31,0.4134981127,31
BRL,EUR,2012.01.31,0.4323001419,31
BRL,EUR,2012.02.29,0.4399824135,29
BRL,EUR,2012.03.31,0.4232409747,31
BRL,EUR,2012.04.30,0.4101278542,30
BRL,EUR,2012.05.31,0.3944053213,31
BRL,EUR,2012.06.30,0.3892510788,30
BRL,EUR,2012.07.31,0.4011251955,31
BRL,EUR,2012.08.31,0.3981494073,31
BRL,EUR,2012.09.30,0.3837720383,30
BRL,EUR,2012.10.31,0.3797753246,31
BRL,EUR,2012.11.30,0.3777669378,30
BRL,EUR,2012.12.31,0.3662657809,31
BRL,EUR,2013.01.31,0.3702180559,31
BRL,EUR,2013.02.28,0.3788352582,28
BRL,EUR,2013.03.31,0.3884777121,31
BRL,EUR,2013.04.30,0.3842800287,30
BRL,EUR,2013.05.31,0.379286409,31
BRL,EUR,2013.06.30,0.3493182055,30
BRL,EUR,2013.07.31,0.3396589337,31
BRL,EUR,2013.08.31,0.3211647903,31
BRL,EUR,2013.09.30,0.3293894476,30
BRL,EUR,2013.10.31,0.3349424904,31
BRL,EUR,2013.11.30,0.3229582407,30
BRL,EUR,2013.12.31,0.3110895089,31
BRL,EUR,2014.01.31,0.308601863,31
BRL,EUR,2014.02.28,0.3073863596,28
BRL,EUR,2014.03.31,0.3107364801,31
BRL,EUR,2014.04.30,0.3242662,30
BRL,EUR,2014.05.31,0.3278218412,31
BRL,EUR,2014.06.30,0.3293353594,30
BRL,EUR,2014.07.31,0.3321951647,31
BRL,EUR,2014.08.31,0.3312122581,31
BRL,EUR,2014.09.30,0.3329064877,30
BRL,EUR,2014.10.31,0.3224580626,31
BRL,EUR,2014.11.30,0.3149247516,30
BRL,EUR,2014.12.31,0.3070620845,31
BRL,EUR,2015.01.31,0.3261292234,31
BRL,EUR,2015.02.28,0.3135165899,28
BRL,EUR,2015.03.31,0.2946345443,31
BRL,EUR,2015.04.30,0.3037096836,30
BRL,EUR,2015.05.31,0.2935826146,31
BRL,EUR,2015.06.30,0.2860520984,30
BRL,EUR,2015.07.31,0.2833647713,31
BRL,EUR,2015.08.31,0.2566235935,31
BRL,EUR,2015.09.30,0.2288851496,30
BRL,EUR,2015.10.31,0.2300405121,31
BRL,EUR,2015.11.30,0.2457921439,30
BRL,EUR,2015.12.31,0.2368065493,31
BRL,EUR,2016.01.31,0.2276888612,31
BRL,EUR,2016.02.29,0.2269054807,29
BRL,EUR,2016.03.31,0.2430716418,31
BRL,EUR,2016.04.30,0.2479387749,30
BRL,EUR,2016.05.31,0.25031504,31
BRL,EUR,2016.06.30,0.2591046004,30
BRL,EUR,2016.07.31,0.2762347092,31
BRL,EUR,2016.08.31,0.2783039061,31
BRL,EUR,2016.09.30,0.2743700646,30
BRL,EUR,2016.10.31,0.2835145553,31
BRL,EUR,2016.11.30,0.2767453136,30
BRL,EUR,2016.12.31,0.2825372768,31
BRL,EUR,2017.01.31,0.294161104,31
BRL,EUR,2017.02.28,0.3023107485,28
BRL,EUR,2017.03.31,0.2928068051,31
BRL,EUR,2017.04.30,0.2974582554,30
BRL,EUR,2017.05.31,0.2826452192,31
BRL,EUR,2017.06.30,0.2705673349,30
BRL,EUR,2017.07.31,0.270489307,31
BRL,EUR,2017.08.31,0.2683426035,31
BRL,EUR,2017.09.30,0.2680809818,30
BRL,EUR,2017.10.31,0.2669419408,31
BRL,EUR,2017.11.30,0.2611378799,30
BRL,EUR,2017.12.31,0.2562823609,31
BRL,EUR,2018.01.31,0.2554773597,31
BRL,EUR,2018.02.28,0.2494051427,28
BRL,EUR,2018.03.31,0.2475488858,31
BRL,EUR,2018.04.30,0.2394975948,30
BRL,EUR,2018.05.31,0.2332400464,31
BRL,EUR,2018.06.30,0.2271590846,30
BRL,EUR,2018.07.31,0.2237730797,31
BRL,EUR,2018.08.31,0.221814744,31
BRL,EUR,2018.09.30,0.2094306928,30
BRL,EUR,2018.10.31,0.2309257646,31
BRL,EUR,2018.11.30,0.2333098246,30
BRL,EUR,2018.12.31,0.2261091172,31
BRL,EUR,2019.01.31,0.2336833553,31
BRL,EUR,2019.02.28,0.2370420811,28
BRL,EUR,2019.03.31,0.230418685,31
BRL,EUR,2019.04.30,0.2283124614,30
BRL,EUR,2019.05.31,0.223563702,31
BRL,EUR,2019.06.30,0.2289983253,30
BRL,EUR,2019.07.31,0.2357210607,31
BRL,EUR,2019.08.31,0.224055696,31
BRL,EUR,2019.09.30,0.2202911926,30
BRL,EUR,2019.10.31,0.221461775,31
BRL,EUR,2019.11.30,0.2180556049,30
BRL,EUR,2019.12.31,0.2188264232,31
BRL,EUR,2020.01.31,0.2178311749,31
BRL,EUR,2020.02.29,0.211017273,29
BRL,EUR,2020.03.31,0.1860690031,31
BRL,EUR,2020.04.30,0.1734474072,30
BRL,EUR,2020.05.31,0.163099968,31
BRL,EUR,2020.06.30,0.1714655835,30
BRL,EUR,2020.07.31,0.1650058505,31
BRL,EUR,2020.08.31,0.1555937698,31
BRL,EUR,2020.09.30,0.1572437221,30
BRL,EUR,2020.10.31,0.1510572514,31
BRL,EUR,2020.11.30,0.1551534518,30
BRL,EUR,2020.12.31,0.159735894,31
BRL,EUR,2021.01.31,0.1536510152,31
BRL,EUR,2021.02.28,0.152785687,28
BRL,EUR,2021.03.31,0.1489193509,31
BRL,EUR,2021.04.30,0.1498347419,30
BRL,EUR,2021.05.31,0.1552420917,31
BRL,EUR,2021.06.30,0.1647584847,30
BRL,EUR,2021.07.31,0.1640473373,31
BRL,EUR,2021.08.31,0.1616413698,31
BRL,EUR,2021.09.30,0.1612916094,30
BRL,EUR,2021.10.31,0.156017939,31
BRL,EUR,2021.11.30,0.1577372804,30
BRL,EUR,2021.12.31,0.1563765365,31
BRL,EUR,2022.01.31,0.1596953144,31
BRL,EUR,2022.02.28,0.1694442696,28
BRL,EUR,2022.03.31,0.1822919046,31
BRL,EUR,2022.04.30,0.194950148,30
BRL,EUR,2022.05.31,0.1910090421,31
BRL,EUR,2022.06.30,0.1879966109,30
BRL,EUR,2022.07.31,0.1828989536,31
BRL,EUR,2022.08.31,0.192318276,31
BRL,EUR,2022.09.30,0.1930945463,30
BRL,EUR,2022.10.31,0.1930480559,31
BRL,EUR,2022.11.30,0.1857268987,30
BRL,EUR,2022.12.31,0.1801861581,31
PLN,EUR,2010.01.31,0.2456872034,31
PLN,EUR,2010.02.28,0.2490852167,28
PLN,EUR,2010.03.31,0.2571407563,31
PLN,EUR,2010.04.30,0.258313598,30
PLN,EUR,2010.05.31,0.2467289116,31
PLN,EUR,2010.06.30,0.2435873096,30
PLN,EUR,2010.07.31,0.2448021069,31
PLN,EUR,2010.08.31,0.250711302,31
PLN,EUR,2010.09.30,0.2530954785,30
PLN,EUR,2010.10.31,0.2532655633,31
PLN,EUR,2010.11.30,0.2530450064,30
PLN,EUR,2010.12.31,0.2504221198,31
PLN,EUR,2011.01.31,0.2567347337,31
PLN,EUR,2011.02.28,0.2548039735,28
PLN,EUR,2011.03.31,0.2492053855,31
PLN,EUR,2011.04.30,0.2519799563,30
PLN,EUR,2011.05.31,0.253790116,31
PLN,EUR,2011.06.30,0.2521996937,30
PLN,EUR,2011.07.31,0.2508309524,31
PLN,EUR,2011.08.31,0.2427255365,31
PLN,EUR,2011.09.30,0.2318974929,30
PLN,EUR,2011.10.31,0.2294740836,31
PLN,EUR,2011.11.30,0.2257012786,30
PLN,EUR,2011.12.31,0.2232384788,31
PLN,EUR,2012.01.31,0.2285102433,31
PLN,EUR,2012.02.29,0.2390933638,29
PLN,EUR,2012.03.31,0.242177089,31
PLN,EUR,2012.04.30,0.2395558665,30
PLN,EUR,2012.05.31,0.2332415053,31
PLN,EUR,2012.06.30,0.2325571579,30
PLN,EUR,2012.07.31,0.2389080297,31
PLN,EUR,2012.08.31,0.2447118966,31
PLN,EUR,2012.09.30,0.2424159702,30
PLN,EUR,2012.10.31,0.2435301796,31
PLN,EUR,2012.11.30,0.2420163565,30
PLN,EUR,2012.12.31,0.2442156845,31
PLN,EUR,2013.01.31,0.2420300179,31
PLN,EUR,2013.02.28,0.2398278654,28
PLN,EUR,2013.03.31,0.2406798177,31
PLN,EUR,2013.04.30,0.2417112529,30
PLN,EUR,2013.05.31,0.2396748125,31
PLN,EUR,2013.06.30,0.2333968237,30
PLN,EUR,2013.07.31,0.2341543908,31
PLN,EUR,2013.08.31,0.2364375778,31
PLN,EUR,2013.09.30,0.236106909,30
PLN,EUR,2013.10.31,0.2388168947,31
PLN,EUR,2013.11.30,0.238539064,30
PLN,EUR,2013.12.31,0.2396198832,31
PLN,EUR,2014.01.31,0.2396647174,31
PLN,EUR,2014.02.28,0.2393977536,28
PLN,EUR,2014.03.31,0.2381745637,31
PLN,EUR,2014.04.30,0.239113124,30
PLN,EUR,2014.05.31,0.2392121069,31
PLN,EUR,2014.06.30,0.2418111063,30
PLN,EUR,2014.07.31,0.2412879533,31
PLN,EUR,2014.08.31,0.2384480158,31
PLN,EUR,2014.09.30,0.2387188475,30
PLN,EUR,2014.10.31,0.2379057848,31
PLN,EUR,2014.11.30,0.2373196894,30
PLN,EUR,2014.12.31,0.2363901557,31
PLN,EUR,2015.01.31,0.2340429567,31
PLN,EUR,2015.02.28,0.2396007784,28
PLN,EUR,2015.03.31,0.242234412,31
PLN,EUR,2015.04.30,0.248344236,30
PLN,EUR,2015.05.31,0.245227831,31
PLN,EUR,2015.06.30,0.2404237783,30
PLN,EUR,2015.07.31,0.2406805643,31
PLN,EUR,2015.08.31,0.2384835892,31
PLN,EUR,2015.09.30,0.2370419942,30
PLN,EUR,2015.10.31,0.2354276798,31
PLN,EUR,2015.11.30,0.2351896099,30
PLN,EUR,2015.12.31,0.2330053356,31
PLN,EUR,2016.01.31,0.2273231764,31
PLN,EUR,2016.02.29,0.2274741153,29
PLN,EUR,2016.03.31,0.2330386927,31
PLN,EUR,2016.04.30,0.2321604698,30
PLN,EUR,2016.05.31,0.2269722387,31
PLN,EUR,2016.06.30,0.2273678744,30
PLN,EUR,2016.07.31,0.2275152836,31
PLN,EUR,2016.08.31,0.2325498766,31
PLN,EUR,2016.09.30,0.2313045527,30
PLN,EUR,2016.10.31,0.2321152633,31
PLN,EUR,2016.11.30,0.2277821129,30
PLN,EUR,2016.12.31,0.2254439556,31
PLN,EUR,2017.01.31,0.2288758535,31
PLN,EUR,2017.02.28,0.2319884781,28
PLN,EUR,2017.03.31,0.2331024016,31
PLN,EUR,2017.04.30,0.2359121851,30
PLN,EUR,2017.05.31,0.238094396,31
PLN,EUR,2017.06.30,0.237838265,30
PLN,EUR,2017.07.31,0.2361274978,31
PLN,EUR,2017.08.31,0.2342465228,31
PLN,EUR,2017.09.30,0.2340607825,30
PLN,EUR,2017.10.31,0.2343514351,31
PLN,EUR,2017.11.30,0.2364321489,30
PLN,EUR,2017.12.31,0.2379361603,31
PLN,EUR,2018.01.31,0.240252056,31
PLN,EUR,2018.02.28,0.2399689691,28
PLN,EUR,2018.03.31,0.2376191257,31
PLN,EUR,2018.04.30,0.2386120229,30
PLN,EUR,2018.05.31,0.2334778556,31
PLN,EUR,2018.06.30,0.2323285044,30
PLN,EUR,2018.07.31,0.2311108595,31
PLN,EUR,2018.08.31,0.2334303763,31
PLN,EUR,2018.09.30,0.2324435292,30
PLN,EUR,2018.10.31,0.2323451066,31
PLN,EUR,2018.11.30,0.2326363112,30
PLN,EUR,2018.12.31,0.233284211,31
PLN,EUR,2019.01.31,0.2332287145,31
PLN,EUR,2019.02.28,0.2317169892,28
PLN,EUR,2019.03.31,0.2329313962,31
PLN,EUR,2019.04.30,0.2332217973,30
PLN,EUR,2019.05.31,0.2328011885,31
PLN,EUR,2019.06.30,0.2345392156,30
PLN,EUR,2019.07.31,0.2347010003,31
PLN,EUR,2019.08.31,0.2300211321,31
PLN,EUR,2019.09.30,0.229511626,30
PLN,EUR,2019.10.31,0.2325286657,31
PLN,EUR,2019.11.30,0.2335351988,30
PLN,EUR,2019.12.31,0.2340400023,31
PLN,EUR,2020.01.31,0.2354449599,31
PLN,EUR,2020.02.29,0.2337254593,29
PLN,EUR,2020.03.31,0.2257841043,31
PLN,EUR,2020.04.30,0.2199702905,30
PLN,EUR,2020.05.31,0.2204765081,31
PLN,EUR,2020.06.30,0.2249822825,30
PLN,EUR,2020.07.31,0.2247116202,31
PLN,EUR,2020.08.31,0.2270996018,31
PLN,EUR,2020.09.30,0.2236758318,30
PLN,EUR,2020.10.31,0.2205787034,31
PLN,EUR,2020.11.30,0.2222682588,30
PLN,EUR,2020.12.31,0.2234697205,31
PLN,EUR,2021.01.31,0.2204720632,31
PLN,EUR,2021.02.28,0.2224200646,28
PLN,EUR,2021.03.31,0.2174763025,31
PLN,EUR,2021.04.30,0.2191328059,30
PLN,EUR,2021.05.31,0.2209384363,31
PLN,EUR,2021.06.30,0.2221479563,30
PLN,EUR,2021.07.31,0.2193812478,31
PLN,EUR,2021.08.31,0.218832877,31
PLN,EUR,2021.09.30,0.2190864852,30
PLN,EUR,2021.10.31,0.2177596214,31
PLN,EUR,2021.11.30,0.2151457444,30
PLN,EUR,2021.12.31,0.2166018501,31
PLN,EUR,2022.01.31,0.2195839485,31
PLN,EUR,2022.02.28,0.219394945,28
PLN,EUR,2022.03.31,0.2104286604,31
PLN,EUR,2022.04.30,0.2151763699,30
PLN,EUR,2022.05.31,0.215029532,31
PLN,EUR,2022.06.30,0.2154925235,30
PLN,EUR,2022.07.31,0.2101301927,31
PLN,EUR,2022.08.31,0.2120584353,31
PLN,EUR,2022.09.30,0.2111597916,30
PLN,EUR,2022.10.31,0.2081660753,31
PLN,EUR,2022.11.30,0.2128366528,30
PLN,EUR,2022.12.31,0.2136928629,31
CNY,EUR,2010.01.31,0.1026102914,31
CNY,EUR,2010.02.28,0.1071046497,28
CNY,EUR,2010.03.31,0.1078534893,31
CNY,EUR,2010.04.30,0.108950057,30
CNY,EUR,2010.05.31,0.1162897478,31
CNY,EUR,2010.06.30,0.1200647906,30
CNY,EUR,2010.07.31,0.1156002288,31
CNY,EUR,2010.08.31,0.1142274721,31
CNY,EUR,2010.09.30,0.1136667529,30
CNY,EUR,2010.10.31,0.1079390612,31
CNY,EUR,2010.11.30,0.1099485285,30
CNY,EUR,2010.12.31,0.1138332922,31
CNY,EUR,2011.01.31,0.1135009098,31
CNY,EUR,2011.02.28,0.1113507673,28
CNY,EUR,2011.03.31,0.108709764,31
CNY,EUR,2011.04.30,0.1059995691,30
CNY,EUR,2011.05.31,0.1074762526,31
CNY,EUR,2011.06.30,0.1073196785,30
CNY,EUR,2011.07.31,0.1081520748,31
CNY,EUR,2011.08.31,0.108880967,31
CNY,EUR,2011.09.30,0.1136174796,30
CNY,EUR,2011.10.31,0.114511103,31
CNY,EUR,2011.11.30,0.1159680477,30
CNY,EUR,2011.12.31,0.1196270515,31
CNY,EUR,2012.01.31,0.1227941724,31
CNY,EUR,2012.02.29,0.1199792422,29
